B&B,,cost,iteration
,,199,115945
,,198,115944
,,197,115947
,,198,115946
,,197,115949
,,196,115948
,,195,115951
,,196,115950
,,195,115953
,,194,115952
,,195,115955
,,196,115954
,,193,115957
,,194,115956
,,195,115959
,,194,115958
,,197,115961
,,196,115960
,,199,115963
,,198,115962
,,199,115965
,,200,115964
,,197,115967
,,198,115966
,,199,115969
,,198,115968
,,197,115971
,,198,115970
,,195,115973
,,196,115972
,,195,115975
,,194,115974
,,193,115977
,,194,115976
,,193,115979
,,192,115978
,,195,115981
,,194,115980
,,195,115983
,,194,115982
,,195,115985
,,196,115984
,,197,115987
,,196,115986
,,195,115989
,,196,115988
,,197,115991
,,196,115990
,,195,115993
,,196,115992
,,193,115995
,,194,115994
,,191,115997
,,192,115996
,,191,115999
,,190,115998
,,193,116001
,,192,116000
,,195,116003
,,194,116002
,,193,116005
,,194,116004
,,193,116007
,,192,116006
,,191,116009
,,192,116008
,,193,116011
,,192,116010
,,195,116013
,,194,116012
,,195,116015
,,194,116014
,,197,116017
,,196,116016
,,199,116019
,,198,116018
,,197,116021
,,198,116020
,,195,116023
,,196,116022
,,197,116025
,,196,116024
,,195,116027
,,196,116026
,,193,116029
,,194,116028
,,191,116031
,,192,116030
,,193,116033
,,192,116032
,,191,116035
,,192,116034
,,189,116037
,,190,116036
,,189,116039
,,188,116038
,,191,116041
,,190,116040
,,193,116043
,,192,116042
,,195,116045
,,194,116044
,,193,116047
,,194,116046
,,195,116049
,,194,116048
,,195,116051
,,194,116050
,,193,116053
,,194,116052
,,195,116055
,,194,116054
,,193,116057
,,194,116056
,,193,116059
,,192,116058
,,195,116061
,,194,116060
,,193,116063
,,194,116062
,,191,116065
,,192,116064
,,191,116067
,,190,116066
,,193,116069
,,192,116068
,,191,116071
,,192,116070
,,193,116073
,,192,116072
,,191,116075
,,192,116074
,,193,116077
,,192,116076
,,193,116079
,,194,116078
,,193,116081
,,192,116080
,,191,116083
,,192,116082
,,189,116085
,,190,116084
,,187,116087
,,188,116086
,,189,116089
,,188,116088
,,191,116091
,,190,116090
,,193,116093
,,192,116092
,,193,116095
,,194,116094
,,193,116097
,,192,116096
,,195,116099
,,194,116098
,,193,116101
,,194,116100
,,191,116103
,,192,116102
,,193,116105
,,192,116104
,,195,116107
,,194,116106
,,193,116109
,,194,116108
,,193,116111
,,192,116110
,,193,116113
,,194,116112
,,191,116115
,,192,116114
,,193,116117
,,192,116116
,,191,116119
,,192,116118
,,191,116121
,,190,116120
,,193,116123
,,192,116122
,,193,116125
,,192,116124
,,193,116127
,,194,116126
,,195,116129
,,194,116128
,,195,116131
,,194,116130
,,193,116133
,,194,116132
,,195,116135
,,194,116134
,,193,116137
,,194,116136
,,191,116139
,,192,116138
,,189,116141
,,190,116140
,,189,116143
,,188,116142
,,191,116145
,,190,116144
,,193,116147
,,192,116146
,,191,116149
,,192,116148
,,191,116151
,,190,116150
,,193,116153
,,192,116152
,,193,116155
,,194,116154
,,193,116157
,,192,116156
,,195,116159
,,194,116158
,,193,116161
,,194,116160
,,191,116163
,,192,116162
,,189,116165
,,190,116164
,,187,116167
,,188,116166
,,189,116169
,,188,116168
,,191,116171
,,190,116170
,,193,116173
,,192,116172
,,195,116175
,,194,116174
,,193,116177
,,194,116176
,,193,116179
,,192,116178
,,195,116181
,,194,116180
,,197,116183
,,196,116182
,,197,116185
,,198,116184
,,197,116187
,,196,116186
,,195,116189
,,196,116188
,,195,116191
,,194,116190
,,193,116193
,,194,116192
,,191,116195
,,192,116194
,,193,116197
,,192,116196
,,193,116199
,,192,116198
,,191,116201
,,192,116200
,,191,116203
,,192,116202
,,191,116205
,,190,116204
,,193,116207
,,192,116206
,,191,116209
,,192,116208
,,189,116211
,,190,116210
,,189,116213
,,188,116212
,,191,116215
,,190,116214
,,189,116217
,,190,116216
,,187,116219
,,188,116218
,,187,116221
,,186,116220
,,189,116223
,,188,116222
,,191,116225
,,190,116224
,,189,116227
,,190,116226
,,189,116229
,,188,116228
,,191,116231
,,190,116230
,,193,116233
,,192,116232
,,191,116235
,,192,116234
,,191,116237
,,190,116236
,,193,116239
,,192,116238
,,195,116241
,,194,116240
,,195,116243
,,194,116242
,,195,116245
,,196,116244
,,193,116247
,,194,116246
,,191,116249
,,192,116248
,,189,116251
,,190,116250
,,191,116253
,,190,116252
,,193,116255
,,192,116254
,,191,116257
,,192,116256
,,191,116259
,,190,116258
,,191,116261
,,192,116260
,,189,116263
,,190,116262
,,191,116265
,,190,116264
,,191,116267
,,190,116266
,,189,116269
,,190,116268
,,187,116271
,,188,116270
,,185,116273
,,186,116272
,,185,116275
,,184,116274
,,187,116277
,,186,116276
,,189,116279
,,188,116278
,,191,116281
,,190,116280
,,193,116283
,,192,116282
,,195,116285
,,194,116284
,,197,116287
,,196,116286
,,195,116289
,,196,116288
,,197,116291
,,196,116290
,,195,116293
,,196,116292
,,197,116295
,,196,116294
,,197,116297
,,196,116296
,,195,116299
,,196,116298
,,195,116301
,,194,116300
,,197,116303
,,196,116302
,,195,116305
,,196,116304
,,193,116307
,,194,116306
,,193,116309
,,192,116308
,,195,116311
,,194,116310
,,197,116313
,,196,116312
,,199,116315
,,198,116314
,,201,116317
,,200,116316
,,199,116319
,,200,116318
,,197,116321
,,198,116320
,,195,116323
,,196,116322
,,195,116325
,,194,116324
,,197,116327
,,196,116326
,,195,116329
,,196,116328
,,193,116331
,,194,116330
,,191,116333
,,192,116332
,,193,116335
,,192,116334
,,195,116337
,,194,116336
,,195,116339
,,196,116338
,,193,116341
,,194,116340
,,193,116343
,,192,116342
,,195,116345
,,194,116344
,,193,116347
,,194,116346
,,191,116349
,,192,116348
,,193,116351
,,192,116350
,,193,116353
,,194,116352
,,193,116355
,,192,116354
,,195,116357
,,194,116356
,,197,116359
,,196,116358
,,197,116361
,,198,116360
,,197,116363
,,196,116362
,,195,116365
,,196,116364
,,195,116367
,,194,116366
,,193,116369
,,194,116368
,,191,116371
,,192,116370
,,191,116373
,,190,116372
,,193,116375
,,192,116374
,,193,116377
,,192,116376
,,195,116379
,,194,116378
,,197,116381
,,196,116380
,,197,116383
,,196,116382
,,197,116385
,,198,116384
,,195,116387
,,196,116386
,,193,116389
,,194,116388
,,191,116391
,,192,116390
,,189,116393
,,190,116392
,,189,116395
,,188,116394
,,191,116397
,,190,116396
,,191,116399
,,190,116398
,,193,116401
,,192,116400
,,193,116403
,,192,116402
,,195,116405
,,194,116404
,,193,116407
,,194,116406
,,195,116409
,,194,116408
,,195,116411
,,194,116410
,,193,116413
,,194,116412
,,191,116415
,,192,116414
,,189,116417
,,190,116416
,,191,116419
,,190,116418
,,191,116421
,,192,116420
,,191,116423
,,190,116422
,,191,116425
,,192,116424
,,189,116427
,,190,116426
,,191,116429
,,190,116428
,,189,116431
,,190,116430
,,187,116433
,,188,116432
,,187,116435
,,186,116434
,,189,116437
,,188,116436
,,191,116439
,,190,116438
,,193,116441
,,192,116440
,,191,116443
,,192,116442
,,189,116445
,,190,116444
,,189,116447
,,188,116446
,,191,116449
,,190,116448
,,193,116451
,,192,116450
,,193,116453
,,192,116452
,,191,116455
,,192,116454
,,193,116457
,,192,116456
,,195,116459
,,194,116458
,,195,116461
,,194,116460
,,195,116463
,,196,116462
,,197,116465
,,196,116464
,,197,116467
,,196,116466
,,195,116469
,,196,116468
,,193,116471
,,194,116470
,,193,116473
,,192,116472
,,193,116475
,,194,116474
,,191,116477
,,192,116476
,,193,116479
,,192,116478
,,193,116481
,,194,116480
,,193,116483
,,192,116482
,,195,116485
,,194,116484
,,195,116487
,,196,116486
,,195,116489
,,194,116488
,,195,116491
,,196,116490
,,197,116493
,,196,116492
,,197,116495
,,196,116494
,,195,116497
,,196,116496
,,193,116499
,,194,116498
,,191,116501
,,192,116500
,,191,116503
,,190,116502
,,189,116505
,,190,116504
,,187,116507
,,188,116506
,,189,116509
,,188,116508
,,191,116511
,,190,116510
,,193,116513
,,192,116512
,,193,116515
,,192,116514
,,191,116517
,,192,116516
,,191,116519
,,190,116518
,,191,116521
,,192,116520
,,189,116523
,,190,116522
,,189,116525
,,188,116524
,,191,116527
,,190,116526
,,193,116529
,,192,116528
,,195,116531
,,194,116530
,,197,116533
,,196,116532
,,197,116535
,,196,116534
,,195,116537
,,196,116536
,,195,116539
,,194,116538
,,197,116541
,,196,116540
,,195,116543
,,196,116542
,,193,116545
,,194,116544
,,193,116547
,,192,116546
,,193,116549
,,194,116548
,,195,116551
,,194,116550
,,195,116553
,,194,116552
,,193,116555
,,194,116554
,,191,116557
,,192,116556
,,191,116559
,,190,116558
,,193,116561
,,192,116560
,,195,116563
,,194,116562
,,193,116565
,,194,116564
,,193,116567
,,192,116566
,,195,116569
,,194,116568
,,195,116571
,,196,116570
,,197,116573
,,196,116572
,,195,116575
,,196,116574
,,197,116577
,,196,116576
,,197,116579
,,196,116578
,,195,116581
,,196,116580
,,193,116583
,,194,116582
,,191,116585
,,192,116584
,,193,116587
,,192,116586
,,195,116589
,,194,116588
,,197,116591
,,196,116590
,,195,116593
,,196,116592
,,193,116595
,,194,116594
,,193,116597
,,192,116596
,,195,116599
,,194,116598
,,193,116601
,,194,116600
,,191,116603
,,192,116602
,,193,116605
,,192,116604
,,195,116607
,,194,116606
,,197,116609
,,196,116608
,,199,116611
,,198,116610
,,199,116613
,,200,116612
,,197,116615
,,198,116614
,,195,116617
,,196,116616
,,197,116619
,,196,116618
,,197,116621
,,196,116620
,,195,116623
,,196,116622
,,193,116625
,,194,116624
,,191,116627
,,192,116626
,,189,116629
,,190,116628
,,187,116631
,,188,116630
,,189,116633
,,188,116632
,,191,116635
,,190,116634
,,193,116637
,,192,116636
,,195,116639
,,194,116638
,,195,116641
,,194,116640
,,197,116643
,,196,116642
,,197,116645
,,196,116644
,,199,116647
,,198,116646
,,201,116649
,,200,116648
,,199,116651
,,200,116650
,,197,116653
,,198,116652
,,195,116655
,,196,116654
,,193,116657
,,194,116656
,,193,116659
,,192,116658
,,195,116661
,,194,116660
,,197,116663
,,196,116662
,,199,116665
,,198,116664
,,201,116667
,,200,116666
,,201,116669
,,200,116668
,,199,116671
,,200,116670
,,199,116673
,,198,116672
,,199,116675
,,200,116674
,,197,116677
,,198,116676
,,199,116679
,,198,116678
,,197,116681
,,198,116680
,,197,116683
,,198,116682
,,197,116685
,,196,116684
,,195,116687
,,196,116686
,,195,116689
,,194,116688
,,197,116691
,,196,116690
,,197,116693
,,196,116692
,,195,116695
,,196,116694
,,193,116697
,,194,116696
,,191,116699
,,192,116698
,,193,116701
,,192,116700
,,193,116703
,,194,116702
,,193,116705
,,192,116704
,,195,116707
,,194,116706
,,197,116709
,,196,116708
,,199,116711
,,198,116710
,,201,116713
,,200,116712
,,201,116715
,,200,116714
,,199,116717
,,200,116716
,,199,116719
,,198,116718
,,201,116721
,,200,116720
,,199,116723
,,200,116722
,,197,116725
,,198,116724
,,197,116727
,,196,116726
,,199,116729
,,198,116728
,,199,116731
,,198,116730
,,197,116733
,,198,116732
,,195,116735
,,196,116734
,,195,116737
,,194,116736
,,197,116739
,,196,116738
,,197,116741
,,196,116740
,,195,116743
,,196,116742
,,193,116745
,,194,116744
,,191,116747
,,192,116746
,,193,116749
,,192,116748
,,193,116751
,,194,116750
,,191,116753
,,192,116752
,,191,116755
,,190,116754
,,189,116757
,,190,116756
,,189,116759
,,188,116758
,,187,116761
,,188,116760
,,185,116763
,,186,116762
,,183,116765
,,184,116764
,,185,116767
,,184,116766
,,187,116769
,,186,116768
,,189,116771
,,188,116770
,,191,116773
,,190,116772
,,193,116775
,,192,116774
,,195,116777
,,194,116776
,,197,116779
,,196,116778
,,199,116781
,,198,116780
,,201,116783
,,200,116782
,,199,116785
,,200,116784
,,199,116787
,,198,116786
,,197,116789
,,198,116788
,,197,116791
,,196,116790
,,199,116793
,,198,116792
,,197,116795
,,198,116794
,,197,116797
,,198,116796
,,199,116799
,,198,116798
,,197,116801
,,198,116800
,,195,116803
,,196,116802
,,195,116805
,,194,116804
,,195,116807
,,196,116806
,,193,116809
,,194,116808
,,195,116811
,,194,116810
,,197,116813
,,196,116812
,,199,116815
,,198,116814
,,197,116817
,,198,116816
,,195,116819
,,196,116818
,,195,116821
,,194,116820
,,193,116823
,,194,116822
,,195,116825
,,194,116824
,,197,116827
,,196,116826
,,195,116829
,,196,116828
,,195,116831
,,194,116830
,,193,116833
,,194,116832
,,193,116835
,,192,116834
,,193,116837
,,194,116836
,,191,116839
,,192,116838
,,191,116841
,,190,116840
,,193,116843
,,192,116842
,,195,116845
,,194,116844
,,197,116847
,,196,116846
,,199,116849
,,198,116848
,,201,116851
,,200,116850
,,199,116853
,,200,116852
,,199,116855
,,198,116854
,,199,116857
,,200,116856
,,197,116859
,,198,116858
,,197,116861
,,198,116860
,,197,116863
,,198,116862
,,197,116865
,,196,116864
,,199,116867
,,198,116866
,,199,116869
,,200,116868
,,199,116871
,,198,116870
,,201,116873
,,200,116872
,,199,116875
,,200,116874
,,197,116877
,,198,116876
,,195,116879
,,196,116878
,,195,116881
,,194,116880
,,197,116883
,,196,116882
,,199,116885
,,198,116884
,,201,116887
,,200,116886
,,199,116889
,,200,116888
,,197,116891
,,198,116890
,,197,116893
,,196,116892
,,197,116895
,,198,116894
,,195,116897
,,196,116896
,,195,116899
,,196,116898
,,195,116901
,,196,116900
,,193,116903
,,194,116902
,,193,116905
,,192,116904
,,195,116907
,,194,116906
,,193,116909
,,194,116908
,,191,116911
,,192,116910
,,193,116913
,,192,116912
,,195,116915
,,194,116914
,,193,116917
,,194,116916
,,193,116919
,,192,116918
,,191,116921
,,192,116920
,,193,116923
,,192,116922
,,195,116925
,,194,116924
,,197,116927
,,196,116926
,,195,116929
,,196,116928
,,197,116931
,,196,116930
,,197,116933
,,196,116932
,,195,116935
,,196,116934
,,195,116937
,,194,116936
,,197,116939
,,196,116938
,,195,116941
,,196,116940
,,193,116943
,,194,116942
,,193,116945
,,192,116944
,,191,116947
,,192,116946
,,189,116949
,,190,116948
,,189,116951
,,188,116950
,,191,116953
,,190,116952
,,193,116955
,,192,116954
,,195,116957
,,194,116956
,,197,116959
,,196,116958
,,199,116961
,,198,116960
,,199,116963
,,200,116962
,,199,116965
,,198,116964
,,197,116967
,,198,116966
,,197,116969
,,196,116968
,,199,116971
,,198,116970
,,201,116973
,,200,116972
,,199,116975
,,200,116974
,,199,116977
,,198,116976
,,197,116979
,,198,116978
,,197,116981
,,198,116980
,,197,116983
,,198,116982
,,195,116985
,,196,116984
,,195,116987
,,194,116986
,,197,116989
,,196,116988
,,197,116991
,,196,116990
,,195,116993
,,196,116992
,,193,116995
,,194,116994
,,195,116997
,,194,116996
,,197,116999
,,196,116998
,,199,117001
,,198,117000
,,199,117003
,,200,117002
,,199,117005
,,198,117004
,,197,117007
,,198,117006
,,199,117009
,,198,117008
,,199,117011
,,200,117010
,,199,117013
,,198,117012
,,199,117015
,,200,117014
,,197,117017
,,198,117016
,,199,117019
,,198,117018
,,199,117021
,,198,117020
,,197,117023
,,198,117022
,,197,117025
,,196,117024
,,197,117027
,,198,117026
,,195,117029
,,196,117028
,,195,117031
,,194,117030
,,197,117033
,,196,117032
,,199,117035
,,198,117034
,,199,117037
,,200,117036
,,199,117039
,,198,117038
,,199,117041
,,200,117040
,,197,117043
,,198,117042
,,197,117045
,,198,117044
,,197,117047
,,198,117046
,,197,117049
,,196,117048
,,197,117051
,,198,117050
,,195,117053
,,196,117052
,,193,117055
,,194,117054
,,195,117057
,,194,117056
,,197,117059
,,196,117058
,,197,117061
,,196,117060
,,199,117063
,,198,117062
,,197,117065
,,198,117064
,,195,117067
,,196,117066
,,195,117069
,,194,117068
,,197,117071
,,196,117070
,,199,117073
,,198,117072
,,197,117075
,,198,117074
,,197,117077
,,196,117076
,,195,117079
,,196,117078
,,193,117081
,,194,117080
,,193,117083
,,192,117082
,,195,117085
,,194,117084
,,197,117087
,,196,117086
,,199,117089
,,198,117088
,,199,117091
,,198,117090
,,197,117093
,,198,117092
,,199,117095
,,198,117094
,,199,117097
,,200,117096
,,199,117099
,,198,117098
,,197,117101
,,198,117100
,,197,117103
,,198,117102
,,197,117105
,,196,117104
,,197,117107
,,198,117106
,,195,117109
,,196,117108
,,195,117111
,,194,117110
,,197,117113
,,196,117112
,,199,117115
,,198,117114
,,199,117117
,,200,117116
,,199,117119
,,198,117118
,,201,117121
,,200,117120
,,199,117123
,,200,117122
,,201,117125
,,200,117124
,,199,117127
,,200,117126
,,199,117129
,,200,117128
,,197,117131
,,198,117130
,,197,117133
,,196,117132
,,197,117135
,,198,117134
,,195,117137
,,196,117136
,,197,117139
,,196,117138
,,197,117141
,,198,117140
,,197,117143
,,196,117142
,,195,117145
,,196,117144
,,197,117147
,,196,117146
,,197,117149
,,196,117148
,,195,117151
,,196,117150
,,193,117153
,,194,117152
,,191,117155
,,192,117154
,,191,117157
,,190,117156
,,193,117159
,,192,117158
,,195,117161
,,194,117160
,,195,117163
,,196,117162
,,195,117165
,,194,117164
,,195,117167
,,196,117166
,,197,117169
,,196,117168
,,195,117171
,,196,117170
,,193,117173
,,194,117172
,,193,117175
,,192,117174
,,195,117177
,,194,117176
,,197,117179
,,196,117178
,,199,117181
,,198,117180
,,199,117183
,,200,117182
,,201,117185
,,200,117184
,,199,117187
,,200,117186
,,201,117189
,,200,117188
,,201,117191
,,200,117190
,,199,117193
,,200,117192
,,199,117195
,,198,117194
,,197,117197
,,198,117196
,,197,117199
,,196,117198
,,199,117201
,,198,117200
,,197,117203
,,198,117202
,,195,117205
,,196,117204
,,197,117207
,,196,117206
,,195,117209
,,196,117208
,,197,117211
,,196,117210
,,197,117213
,,196,117212
,,195,117215
,,196,117214
,,195,117217
,,194,117216
,,193,117219
,,194,117218
,,191,117221
,,192,117220
,,193,117223
,,192,117222
,,195,117225
,,194,117224
,,195,117227
,,196,117226
,,195,117229
,,194,117228
,,195,117231
,,196,117230
,,197,117233
,,196,117232
,,199,117235
,,198,117234
,,199,117237
,,200,117236
,,201,117239
,,200,117238
,,201,117241
,,200,117240
,,199,117243
,,200,117242
,,197,117245
,,198,117244
,,195,117247
,,196,117246
,,193,117249
,,194,117248
,,193,117251
,,192,117250
,,195,117253
,,194,117252
,,195,117255
,,196,117254
,,193,117257
,,194,117256
,,191,117259
,,192,117258
,,193,117261
,,192,117260
,,195,117263
,,194,117262
,,197,117265
,,196,117264
,,199,117267
,,198,117266
,,199,117269
,,198,117268
,,197,117271
,,198,117270
,,197,117273
,,196,117272
,,195,117275
,,196,117274
,,197,117277
,,196,117276
,,195,117279
,,196,117278
,,197,117281
,,196,117280
,,195,117283
,,196,117282
,,195,117285
,,194,117284
,,195,117287
,,196,117286
,,193,117289
,,194,117288
,,193,117291
,,192,117290
,,195,117293
,,194,117292
,,197,117295
,,196,117294
,,195,117297
,,196,117296
,,197,117299
,,196,117298
,,199,117301
,,198,117300
,,201,117303
,,200,117302
,,199,117305
,,200,117304
,,201,117307
,,200,117306
,,199,117309
,,200,117308
,,197,117311
,,198,117310
,,195,117313
,,196,117312
,,195,117315
,,194,117314
,,193,117317
,,194,117316
,,191,117319
,,192,117318
,,189,117321
,,190,117320
,,187,117323
,,188,117322
,,189,117325
,,188,117324
,,191,117327
,,190,117326
,,193,117329
,,192,117328
,,195,117331
,,194,117330
,,197,117333
,,196,117332
,,199,117335
,,198,117334
,,201,117337
,,200,117336
,,199,117339
,,200,117338
,,197,117341
,,198,117340
,,199,117343
,,198,117342
,,197,117345
,,198,117344
,,195,117347
,,196,117346
,,195,117349
,,194,117348
,,197,117351
,,196,117350
,,199,117353
,,198,117352
,,197,117355
,,198,117354
,,195,117357
,,196,117356
,,193,117359
,,194,117358
,,193,117361
,,192,117360
,,195,117363
,,194,117362
,,197,117365
,,196,117364
,,199,117367
,,198,117366
,,197,117369
,,198,117368
,,199,117371
,,198,117370
,,197,117373
,,198,117372
,,197,117375
,,198,117374
,,197,117377
,,196,117376
,,199,117379
,,198,117378
,,197,117381
,,198,117380
,,195,117383
,,196,117382
,,195,117385
,,194,117384
,,197,117387
,,196,117386
,,195,117389
,,196,117388
,,197,117391
,,196,117390
,,195,117393
,,196,117392
,,197,117395
,,196,117394
,,195,117397
,,196,117396
,,193,117399
,,194,117398
,,191,117401
,,192,117400
,,193,117403
,,192,117402
,,195,117405
,,194,117404
,,197,117407
,,196,117406
,,195,117409
,,196,117408
,,193,117411
,,194,117410
,,193,117413
,,192,117412
,,193,117415
,,194,117414
,,191,117417
,,192,117416
,,193,117419
,,192,117418
,,195,117421
,,194,117420
,,193,117423
,,194,117422
,,193,117425
,,192,117424
,,191,117427
,,192,117426
,,191,117429
,,190,117428
,,191,117431
,,192,117430
,,189,117433
,,190,117432
,,189,117435
,,188,117434
,,191,117437
,,190,117436
,,193,117439
,,192,117438
,,195,117441
,,194,117440
,,197,117443
,,196,117442
,,199,117445
,,198,117444
,,201,117447
,,200,117446
,,199,117449
,,200,117448
,,201,117451
,,200,117450
,,199,117453
,,200,117452
,,199,117455
,,200,117454
,,199,117457
,,198,117456
,,199,117459
,,200,117458
,,197,117461
,,198,117460
,,197,117463
,,196,117462
,,199,117465
,,198,117464
,,201,117467
,,200,117466
,,203,117469
,,202,117468
,,204,117471
,,204,117470
,,202,117473
,,203,117472
,,200,117475
,,201,117474
,,198,117477
,,199,117476
,,196,117479
,,197,117478
,,196,117481
,,195,117480
,,196,117483
,,197,117482
,,196,117485
,,195,117484
,,194,117487
,,195,117486
,,194,117489
,,195,117488
,,192,117491
,,193,117490
,,194,117493
,,193,117492
,,194,117495
,,195,117494
,,194,117497
,,195,117496
,,192,117499
,,193,117498
,,190,117501
,,191,117500
,,192,117503
,,191,117502
,,192,117505
,,193,117504
,,194,117507
,,193,117506
,,196,117509
,,195,117508
,,198,117511
,,197,117510
,,196,117513
,,197,117512
,,194,117515
,,195,117514
,,192,117517
,,193,117516
,,190,117519
,,191,117518
,,188,117521
,,189,117520
,,188,117523
,,187,117522
,,190,117525
,,189,117524
,,192,117527
,,191,117526
,,194,117529
,,193,117528
,,194,117531
,,195,117530
,,192,117533
,,193,117532
,,194,117535
,,193,117534
,,192,117537
,,193,117536
,,192,117539
,,191,117538
,,192,117541
,,193,117540
,,192,117543
,,193,117542
,,192,117545
,,191,117544
,,190,117547
,,191,117546
,,192,117549
,,191,117548
,,194,117551
,,193,117550
,,196,117553
,,195,117552
,,196,117555
,,195,117554
,,196,117557
,,197,117556
,,194,117559
,,195,117558
,,194,117561
,,195,117560
,,192,117563
,,193,117562
,,194,117565
,,193,117564
,,194,117567
,,193,117566
,,196,117569
,,195,117568
,,194,117571
,,195,117570
,,194,117573
,,195,117572
,,192,117575
,,193,117574
,,190,117577
,,191,117576
,,188,117579
,,189,117578
,,190,117581
,,189,117580
,,192,117583
,,191,117582
,,194,117585
,,193,117584
,,192,117587
,,193,117586
,,194,117589
,,193,117588
,,196,117591
,,195,117590
,,198,117593
,,197,117592
,,198,117595
,,199,117594
,,196,117597
,,197,117596
,,194,117599
,,195,117598
,,194,117601
,,195,117600
,,192,117603
,,193,117602
,,190,117605
,,191,117604
,,190,117607
,,191,117606
,,188,117609
,,189,117608
,,186,117611
,,187,117610
,,188,117613
,,187,117612
,,190,117615
,,189,117614
,,192,117617
,,191,117616
,,194,117619
,,193,117618
,,196,117621
,,195,117620
,,196,117623
,,197,117622
,,194,117625
,,195,117624
,,192,117627
,,193,117626
,,194,117629
,,193,117628
,,194,117631
,,195,117630
,,196,117633
,,195,117632
,,194,117635
,,195,117634
,,194,117637
,,193,117636
,,196,117639
,,195,117638
,,194,117641
,,195,117640
,,196,117643
,,195,117642
,,194,117645
,,195,117644
,,194,117647
,,193,117646
,,194,117649
,,195,117648
,,192,117651
,,193,117650
,,190,117653
,,191,117652
,,192,117655
,,191,117654
,,192,117657
,,191,117656
,,192,117659
,,193,117658
,,190,117661
,,191,117660
,,188,117663
,,189,117662
,,190,117665
,,189,117664
,,192,117667
,,191,117666
,,192,117669
,,193,117668
,,194,117671
,,193,117670
,,194,117673
,,195,117672
,,196,117675
,,195,117674
,,196,117677
,,197,117676
,,194,117679
,,195,117678
,,192,117681
,,193,117680
,,190,117683
,,191,117682
,,190,117685
,,191,117684
,,190,117687
,,189,117686
,,192,117689
,,191,117688
,,190,117691
,,191,117690
,,192,117693
,,191,117692
,,194,117695
,,193,117694
,,196,117697
,,195,117696
,,196,117699
,,197,117698
,,194,117701
,,195,117700
,,192,117703
,,193,117702
,,194,117705
,,193,117704
,,194,117707
,,193,117706
,,194,117709
,,195,117708
,,192,117711
,,193,117710
,,190,117713
,,191,117712
,,190,117715
,,189,117714
,,190,117717
,,191,117716
,,188,117719
,,189,117718
,,186,117721
,,187,117720
,,184,117723
,,185,117722
,,186,117725
,,185,117724
,,188,117727
,,187,117726
,,188,117729
,,189,117728
,,186,117731
,,187,117730
,,188,117733
,,187,117732
,,188,117735
,,187,117734
,,190,117737
,,189,117736
,,188,117739
,,189,117738
,,190,117741
,,189,117740
,,192,117743
,,191,117742
,,192,117745
,,191,117744
,,194,117747
,,193,117746
,,194,117749
,,195,117748
,,192,117751
,,193,117750
,,192,117753
,,193,117752
,,190,117755
,,191,117754
,,190,117757
,,191,117756
,,188,117759
,,189,117758
,,186,117761
,,187,117760
,,184,117763
,,185,117762
,,182,117765
,,183,117764
,,180,117767
,,181,117766
,,182,117769
,,181,117768
,,184,117771
,,183,117770
,,186,117773
,,185,117772
,,188,117775
,,187,117774
,,190,117777
,,189,117776
,,192,117779
,,191,117778
,,194,117781
,,193,117780
,,192,117783
,,193,117782
,,192,117785
,,193,117784
,,190,117787
,,191,117786
,,190,117789
,,191,117788
,,188,117791
,,189,117790
,,190,117793
,,189,117792
,,192,117795
,,191,117794
,,194,117797
,,193,117796
,,196,117799
,,195,117798
,,194,117801
,,195,117800
,,194,117803
,,195,117802
,,192,117805
,,193,117804
,,194,117807
,,193,117806
,,194,117809
,,195,117808
,,194,117811
,,195,117810
,,194,117813
,,193,117812
,,196,117815
,,195,117814
,,194,117817
,,195,117816
,,194,117819
,,195,117818
,,194,117821
,,193,117820
,,196,117823
,,195,117822
,,194,117825
,,195,117824
,,196,117827
,,195,117826
,,196,117829
,,197,117828
,,194,117831
,,195,117830
,,192,117833
,,193,117832
,,190,117835
,,191,117834
,,192,117837
,,191,117836
,,192,117839
,,193,117838
,,190,117841
,,191,117840
,,190,117843
,,189,117842
,,192,117845
,,191,117844
,,190,117847
,,191,117846
,,190,117849
,,191,117848
,,190,117851
,,189,117850
,,192,117853
,,191,117852
,,190,117855
,,191,117854
,,192,117857
,,191,117856
,,194,117859
,,193,117858
,,196,117861
,,195,117860
,,196,117863
,,197,117862
,,194,117865
,,195,117864
,,194,117867
,,195,117866
,,192,117869
,,193,117868
,,190,117871
,,191,117870
,,188,117873
,,189,117872
,,186,117875
,,187,117874
,,188,117877
,,187,117876
,,190,117879
,,189,117878
,,192,117881
,,191,117880
,,194,117883
,,193,117882
,,194,117885
,,195,117884
,,192,117887
,,193,117886
,,194,117889
,,193,117888
,,196,117891
,,195,117890
,,196,117893
,,197,117892
,,194,117895
,,195,117894
,,192,117897
,,193,117896
,,190,117899
,,191,117898
,,192,117901
,,191,117900
,,194,117903
,,193,117902
,,194,117905
,,195,117904
,,196,117907
,,195,117906
,,196,117909
,,197,117908
,,194,117911
,,195,117910
,,192,117913
,,193,117912
,,194,117915
,,193,117914
,,196,117917
,,195,117916
,,194,117919
,,195,117918
,,196,117921
,,195,117920
,,196,117923
,,195,117922
,,196,117925
,,197,117924
,,196,117927
,,195,117926
,,196,117929
,,197,117928
,,194,117931
,,195,117930
,,192,117933
,,193,117932
,,192,117935
,,191,117934
,,192,117937
,,193,117936
,,194,117939
,,193,117938
,,192,117941
,,193,117940
